run_id,task_id,family,condition,trial,success,score,wall_seconds,api_seconds_sum,calls,accounting_complete,reason,started_at,finished_at,input_tokens,output_tokens,total_tokens,cached_input_tokens,reasoning_tokens
T04-r2-hierarchical,T04,schedule,hierarchical,2,True,1.0,11.319082289002836,16.00600460509304,4,True,exact_match,2026-09-13T13:14:29.725701+00:00,2026-09-13T13:14:41.044680+00:00,2688,1310,3998,0,1086
T07-r2-parallel,T07,selection,parallel,2,True,1.0,17.38175543898251,23.362747170962393,3,True,exact_match,2026-09-13T13:14:41.049319+00:00,2026-09-13T13:14:58.430954+00:00,2165,1860,4025,0,1761
T07-r2-single,T07,selection,single,2,True,1.0,10.110421020071954,10.108467963989824,1,True,exact_match,2026-09-13T13:14:58.447804+00:00,2026-09-13T13:15:08.557416+00:00,685,783,1468,0,750
T07-r2-hierarchical,T07,selection,hierarchical,2,True,1.0,21.14673512103036,27.376195450895466,4,True,exact_match,2026-09-13T13:15:08.567494+00:00,2026-09-13T13:15:29.714105+00:00,3051,1664,4715,0,1465
T07-r2-sequential,T07,selection,sequential,2,True,1.0,23.82441205100622,23.822071074973792,3,True,exact_match,2026-09-13T13:15:29.718206+00:00,2026-09-13T13:15:53.542493+00:00,2150,1365,3515,0,1266
T07-r2-reflexive,T07,selection,reflexive,2,True,1.0,12.449210606049746,12.447674514027312,2,True,exact_match,2026-09-13T13:15:53.546169+00:00,2026-09-13T13:16:05.995290+00:00,1443,1054,2497,0,1004
T07-r2-hierarchical_all_skills,T07,selection,hierarchical_all_skills,2,True,1.0,21.768092401092872,33.58225654193666,4,True,exact_match,2026-09-13T13:16:06.000562+00:00,2026-09-13T13:16:27.768459+00:00,7135,2093,9228,0,1890
T09-r2-reflexive,T09,memory,reflexive,2,True,1.0,6.034825350972824,6.026801798027009,2,True,exact_match,2026-09-13T13:16:27.772762+00:00,2026-09-13T13:16:33.807487+00:00,2037,461,2498,0,383
T09-r2-parallel,T09,memory,parallel,2,True,1.0,4.978166982065886,6.951539500965737,3,True,exact_match,2026-09-13T13:16:33.813116+00:00,2026-09-13T13:16:38.790651+00:00,3068,621,3689,0,438
T09-r2-hierarchical,T09,memory,hierarchical,2,True,1.0,8.545147562981583,12.338495560106821,4,True,exact_match,2026-09-13T13:16:38.796089+00:00,2026-09-13T13:16:47.341124+00:00,4205,665,4870,0,400
T09-r2-sequential,T09,memory,sequential,2,True,1.0,8.94363749306649,8.94127644598484,3,True,exact_match,2026-09-13T13:16:47.345876+00:00,2026-09-13T13:16:56.289393+00:00,3053,604,3657,0,421
T09-r2-single,T09,memory,single,2,True,1.0,2.481418248033151,2.4806316549656913,1,True,exact_match,2026-09-13T13:16:56.293089+00:00,2026-09-13T13:16:58.774381+00:00,968,213,1181,0,152
T09-r2-hierarchical_all_skills,T09,memory,hierarchical_all_skills,2,True,1.0,8.46700940001756,11.853255674941465,4,True,exact_match,2026-09-13T13:16:58.779224+00:00,2026-09-13T13:17:07.245991+00:00,8281,746,9027,0,471
T01-r1-parallel,T01,ledger,parallel,1,True,1.0,5.297657744027674,8.002073765965179,3,True,exact_match,2026-09-13T13:17:07.251223+00:00,2026-09-13T13:17:12.548188+00:00,3548,791,4339,0,647
T01-r1-reflexive,T01,ledger,reflexive,1,True,1.0,5.08819921198301,5.086588731966913,2,True,exact_match,2026-09-13T13:17:12.552990+00:00,2026-09-13T13:17:17.641022+00:00,2360,487,2847,0,422
T01-r1-single,T01,ledger,single,1,True,1.0,3.0064375459915027,3.0053638099925593,1,True,exact_match,2026-09-13T13:17:17.646020+00:00,2026-09-13T13:17:20.652376+00:00,1136,294,1430,0,246
T01-r1-hierarchical,T01,ledger,hierarchical,1,True,1.0,9.78978038392961,13.480996701167896,4,True,exact_match,2026-09-13T13:17:20.658547+00:00,2026-09-13T13:17:30.448215+00:00,4877,746,5623,0,508
T01-r1-sequential,T01,ledger,sequential,1,True,1.0,9.76476803701371,9.761879955767654,3,True,exact_match,2026-09-13T13:17:30.452863+00:00,2026-09-13T13:17:40.217439+00:00,3533,769,4302,0,625
T01-r1-hierarchical_all_skills,T01,ledger,hierarchical_all_skills,1,True,1.0,8.25502726493869,11.946962355985306,4,True,exact_match,2026-09-13T13:17:40.222789+00:00,2026-09-13T13:17:48.477538+00:00,8933,934,9867,0,690
T05-r2-sequential,T05,dependencies,sequential,2,True,1.0,8.966768402024172,8.964200391084887,3,True,exact_match,2026-09-13T13:17:48.481712+00:00,2026-09-13T13:17:57.448339+00:00,2011,716,2727,0,479
T05-r2-hierarchical,T05,dependencies,hierarchical,2,True,1.0,7.971557850949466,11.913714368012734,4,True,exact_match,2026-09-13T13:17:57.452853+00:00,2026-09-13T13:18:05.424343+00:00,2783,822,3605,0,511
T05-r2-reflexive,T05,dependencies,reflexive,2,True,1.0,11.874943121918477,11.872195411124267,4,True,exact_match,2026-09-13T13:18:05.429889+00:00,2026-09-13T13:18:17.304753+00:00,2864,885,3749,0,597
T05-r2-single,T05,dependencies,single,2,False,0.0,2.678842135006562,2.6779678959865123,1,True,answer_mismatch,2026-09-13T13:18:17.309923+00:00,2026-09-13T13:18:19.988683+00:00,608,237,845,0,158
T05-r2-parallel,T05,dependencies,parallel,2,False,0.0,3.788957912940532,6.586310454062186,3,True,answer_mismatch,2026-09-13T13:18:19.993068+00:00,2026-09-13T13:18:23.781254+00:00,2026,627,2653,0,392
T05-r2-hierarchical_all_skills,T05,dependencies,hierarchical_all_skills,2,True,1.0,8.533110467949882,12.527822534088045,4,True,exact_match,2026-09-13T13:18:23.785758+00:00,2026-09-13T13:18:32.318709+00:00,6853,858,7711,1656,552
T03-r1-hierarchical_all_skills,T03,schedule,hierarchical_all_skills,1,True,1.0,11.13771162997,16.1021018238971,4,True,exact_match,2026-09-13T13:18:32.323357+00:00,2026-09-13T13:18:43.460817+00:00,6729,1349,8078,1630,1157
T03-r1-hierarchical,T03,schedule,hierarchical,1,True,1.0,10.939182978007011,15.951439574942924,4,True,exact_match,2026-09-13T13:18:43.465701+00:00,2026-09-13T13:18:54.404798+00:00,2802,1348,4150,0,1012
T03-r1-parallel,T03,schedule,parallel,1,True,1.0,9.233145934995264,13.187201588065363,3,True,exact_match,2026-09-13T13:18:54.409446+00:00,2026-09-13T13:19:03.642135+00:00,1863,1495,3358,0,1417
T03-r1-single,T03,schedule,single,1,True,1.0,4.237756022950634,4.2220874020131305,1,True,exact_match,2026-09-13T13:19:03.651842+00:00,2026-09-13T13:19:07.889452+00:00,589,403,992,0,377
T03-r1-sequential,T03,schedule,sequential,1,True,1.0,14.948187784990296,14.945647856919095,3,True,exact_match,2026-09-13T13:19:07.893700+00:00,2026-09-13T13:19:22.841772+00:00,1848,1316,3164,0,1238
T03-r1-reflexive,T03,schedule,reflexive,1,True,1.0,7.848501961911097,7.84711880912073,2,True,exact_match,2026-09-13T13:19:22.844869+00:00,2026-09-13T13:19:30.693285+00:00,1244,756,2000,0,713
T09-r1-sequential,T09,memory,sequential,1,True,1.0,8.757468624040484,8.754854885861278,3,True,exact_match,2026-09-13T13:19:30.698086+00:00,2026-09-13T13:19:39.455445+00:00,3053,575,3628,0,392
T09-r1-parallel,T09,memory,parallel,1,True,1.0,4.333676888025366,6.699664914049208,3,True,exact_match,2026-09-13T13:19:39.460527+00:00,2026-09-13T13:19:43.793624+00:00,3068,600,3668,0,417
T09-r1-reflexive,T09,memory,reflexive,1,True,1.0,5.414663724950515,5.412942596129142,2,True,exact_match,2026-09-13T13:19:43.798901+00:00,2026-09-13T13:19:49.213347+00:00,2037,424,2461,1062,346
T09-r1-single,T09,memory,single,1,True,1.0,2.9818219679873437,2.9790433720918372,1,True,exact_match,2026-09-13T13:19:49.218076+00:00,2026-09-13T13:19:52.199798+00:00,968,227,1195,0,166
T09-r1-hierarchical_all_skills,T09,memory,hierarchical_all_skills,1,True,1.0,7.891853142995387,11.58075663400814,4,True,exact_match,2026-09-13T13:19:52.204240+00:00,2026-09-13T13:20:00.095872+00:00,8285,662,8947,2012,387
T09-r1-hierarchical,T09,memory,hierarchical,1,True,1.0,8.85413841996342,12.159866955014877,4,True,exact_match,2026-09-13T13:20:00.100822+00:00,2026-09-13T13:20:08.954868+00:00,4231,768,4999,0,488
T12-r2-parallel,T12,sql,parallel,2,False,0.0,7.751521417987533,11.18440011900384,3,True,invalid_sql_envelope,2026-09-13T13:20:08.961287+00:00,2026-09-13T13:20:16.711502+00:00,2086,1156,3242,0,422
T12-r2-hierarchical_all_skills,T12,sql,hierarchical_all_skills,2,False,0.0,14.554533316986635,20.862612785072997,4,True,invalid_sql_envelope,2026-09-13T13:20:16.716232+00:00,2026-09-13T13:20:31.270613+00:00,6801,1530,8331,0,722
T12-r2-sequential,T12,sql,sequential,2,False,0.0,18.146173161105253,18.143162696040235,3,True,invalid_sql_envelope,2026-09-13T13:20:31.274613+00:00,2026-09-13T13:20:49.420718+00:00,2116,1408,3524,0,605
T12-r2-reflexive,T12,sql,reflexive,2,False,0.0,9.973169704084285,9.971171476063319,2,True,invalid_sql_envelope,2026-09-13T13:20:49.427451+00:00,2026-09-13T13:20:59.400143+00:00,1348,811,2159,0,522
T12-r2-hierarchical,T12,sql,hierarchical,2,False,0.0,12.289025786914863,18.76069297408685,4,True,invalid_sql_envelope,2026-09-13T13:20:59.404482+00:00,2026-09-13T13:21:11.693452+00:00,2769,1407,4176,0,595
T12-r2-single,T12,sql,single,2,False,0.0,6.104504846036434,6.103617812972516,1,True,invalid_sql_envelope,2026-09-13T13:21:11.697310+00:00,2026-09-13T13:21:17.801695+00:00,518,621,1139,0,370
T10-r2-reflexive,T10,memory,reflexive,2,True,1.0,4.272017042967491,4.270352871972136,2,True,exact_match,2026-09-13T13:21:17.806921+00:00,2026-09-13T13:21:22.078823+00:00,2033,284,2317,0,230
T10-r2-parallel,T10,memory,parallel,2,True,1.0,4.205112852039747,6.136304822051898,3,True,exact_match,2026-09-13T13:21:22.083549+00:00,2026-09-13T13:21:26.287969+00:00,3050,460,3510,0,349
T10-r2-hierarchical_all_skills,T10,memory,hierarchical_all_skills,2,True,1.0,7.7513175659114495,11.256643519853242,4,True,exact_match,2026-09-13T13:21:26.291968+00:00,2026-09-13T13:21:34.043197+00:00,8261,565,8826,2022,368
T10-r2-single,T10,memory,single,2,True,1.0,3.5982208710629493,3.5973611909430474,1,True,exact_match,2026-09-13T13:21:34.046755+00:00,2026-09-13T13:21:37.644874+00:00,978,267,1245,0,230
T10-r2-hierarchical,T10,memory,hierarchical,2,True,1.0,8.309301116969436,11.538619636092335,4,True,exact_match,2026-09-13T13:21:37.649683+00:00,2026-09-13T13:21:45.958849+00:00,4199,644,4843,0,448
T10-r2-sequential,T10,memory,sequential,2,True,1.0,7.39323458308354,7.390069377026521,3,True,exact_match,2026-09-13T13:21:45.963441+00:00,2026-09-13T13:21:53.356278+00:00,3035,453,3488,0,342
T06-r1-sequential,T06,dependencies,sequential,1,True,1.0,12.857678674976341,12.855170467984863,3,True,exact_match,2026-09-13T13:21:53.360363+00:00,2026-09-13T13:22:06.217948+00:00,2074,642,2716,0,357
T06-r1-reflexive,T06,dependencies,reflexive,1,True,1.0,5.01397985604126,5.012405232060701,2,True,exact_match,2026-09-13T13:22:06.222713+00:00,2026-09-13T13:22:11.236604+00:00,1341,390,1731,0,296
T06-r1-hierarchical,T06,dependencies,hierarchical,1,True,1.0,7.272137586958706,10.598899019067176,4,True,exact_match,2026-09-13T13:22:11.241231+00:00,2026-09-13T13:22:18.513294+00:00,2819,674,3493,0,359
T06-r1-hierarchical_all_skills,T06,dependencies,hierarchical_all_skills,1,True,1.0,11.37737532099709,16.403170088888146,4,True,exact_match,2026-09-13T13:22:18.517969+00:00,2026-09-13T13:22:29.895205+00:00,6868,740,7608,1660,437
T06-r1-parallel,T06,dependencies,parallel,1,True,1.0,4.100442513008602,6.46477475494612,3,True,exact_match,2026-09-13T13:22:29.900357+00:00,2026-09-13T13:22:33.999691+00:00,2034,619,2653,0,388
T06-r1-single,T06,dependencies,single,1,True,1.0,2.7909129459876567,2.7900346179958433,1,True,exact_match,2026-09-13T13:22:34.005638+00:00,2026-09-13T13:22:36.796433+00:00,612,233,845,0,156
T02-r1-hierarchical,T02,ledger,hierarchical,1,True,1.0,8.323594941059127,11.896517248940654,4,True,exact_match,2026-09-13T13:22:36.799991+00:00,2026-09-13T13:22:45.123497+00:00,4839,876,5715,0,647
T02-r1-parallel,T02,ledger,parallel,1,True,1.0,5.497363261994906,8.228416411904618,3,True,exact_match,2026-09-13T13:22:45.128848+00:00,2026-09-13T13:22:50.625736+00:00,3536,822,4358,0,678
T02-r1-hierarchical_all_skills,T02,ledger,hierarchical_all_skills,1,True,1.0,8.68762122199405,12.202986249001697,4,True,exact_match,2026-09-13T13:22:50.630714+00:00,2026-09-13T13:22:59.318098+00:00,8909,983,9892,0,743
T02-r1-sequential,T02,ledger,sequential,1,True,1.0,9.812904481892474,9.810246524051763,3,True,exact_match,2026-09-13T13:22:59.322695+00:00,2026-09-13T13:23:09.135387+00:00,3521,834,4355,0,690
T02-r1-single,T02,ledger,single,1,True,1.0,2.876118262996897,2.875007119961083,1,True,exact_match,2026-09-13T13:23:09.140643+00:00,2026-09-13T13:23:12.016664+00:00,1132,283,1415,0,235
T02-r1-reflexive,T02,ledger,reflexive,1,True,1.0,5.759173979982734,5.757117970963009,2,True,exact_match,2026-09-13T13:23:12.020676+00:00,2026-09-13T13:23:17.779739+00:00,2352,497,2849,0,432
T11-r1-hierarchical,T11,sql,hierarchical,1,False,0.0,7.581404922995716,10.921798392082565,4,True,invalid_sql_envelope,2026-09-13T13:23:17.783894+00:00,2026-09-13T13:23:25.365242+00:00,2641,831,3472,0,194
T11-r1-parallel,T11,sql,parallel,1,False,0.0,10.083365760045126,14.238316715927795,3,True,invalid_sql_envelope,2026-09-13T13:23:25.369860+00:00,2026-09-13T13:23:35.452705+00:00,1923,968,2891,0,444
T11-r1-sequential,T11,sql,sequential,1,False,0.0,12.119884973042645,12.116569957928732,3,True,invalid_sql_envelope,2026-09-13T13:23:35.456660+00:00,2026-09-13T13:23:47.576390+00:00,2059,849,2908,0,169
T11-r1-hierarchical_all_skills,T11,sql,hierarchical_all_skills,1,False,0.0,14.158221199992113,14.154028329066932,3,True,invalid_sql_envelope,2026-09-13T13:23:47.580805+00:00,2026-09-13T13:24:01.738853+00:00,4965,730,5695,1543,173
T11-r1-reflexive,T11,sql,reflexive,1,False,0.0,6.485337330028415,6.48379822797142,2,True,invalid_sql_envelope,2026-09-13T13:24:01.748818+00:00,2026-09-13T13:24:08.234073+00:00,1259,382,1641,0,164
T11-r1-single,T11,sql,single,1,False,0.0,5.713026353041641,5.712244032998569,1,True,invalid_sql_envelope,2026-09-13T13:24:08.238739+00:00,2026-09-13T13:24:13.951679+00:00,509,302,811,0,116
T02-r2-hierarchical_all_skills,T02,ledger,hierarchical_all_skills,2,True,1.0,9.132810489973053,13.50879598094616,4,True,exact_match,2026-09-13T13:24:13.956553+00:00,2026-09-13T13:24:23.089076+00:00,8923,933,9856,2173,686
T02-r2-hierarchical,T02,ledger,hierarchical,2,True,1.0,8.286640880978666,8.28218752599787,3,True,exact_match,2026-09-13T13:24:23.093850+00:00,2026-09-13T13:24:31.380344+00:00,3614,599,4213,1161,437
T02-r2-parallel,T02,ledger,parallel,2,True,1.0,5.820423141005449,8.665205574012361,3,True,exact_match,2026-09-13T13:24:31.384995+00:00,2026-09-13T13:24:37.204666+00:00,3536,869,4405,3527,725
T02-r2-single,T02,ledger,single,2,True,1.0,2.771805619006045,2.770838118973188,1,True,exact_match,2026-09-13T13:24:37.209024+00:00,2026-09-13T13:24:39.980652+00:00,1132,286,1418,1129,238
T02-r2-reflexive,T02,ledger,reflexive,2,True,1.0,5.321354548097588,5.319667358999141,2,True,exact_match,2026-09-13T13:24:39.984693+00:00,2026-09-13T13:24:45.305938+00:00,2352,468,2820,2346,403
T02-r2-sequential,T02,ledger,sequential,2,True,1.0,11.232400119071826,11.229617589036934,3,True,exact_match,2026-09-13T13:24:45.310525+00:00,2026-09-13T13:24:56.542815+00:00,3726,953,4679,2327,603
T01-r2-reflexive,T01,ledger,reflexive,2,True,1.0,4.896723425015807,4.894905929919332,2,True,exact_match,2026-09-13T13:24:56.547669+00:00,2026-09-13T13:25:01.444254+00:00,2360,481,2841,2354,416
T01-r2-parallel,T01,ledger,parallel,2,True,1.0,4.8840140629326925,7.91418675694149,3,True,exact_match,2026-09-13T13:25:01.449316+00:00,2026-09-13T13:25:06.332898+00:00,3548,797,4345,3539,653
T01-r2-sequential,T01,ledger,sequential,2,True,1.0,9.201468581915833,9.1906470709946,3,True,exact_match,2026-09-13T13:25:06.337639+00:00,2026-09-13T13:25:15.543205+00:00,3533,762,4295,3524,618
T01-r2-single,T01,ledger,single,2,True,1.0,3.0168787610018626,3.014940737048164,1,True,exact_match,2026-09-13T13:25:15.550191+00:00,2026-09-13T13:25:18.566257+00:00,1136,267,1403,1133,219
T01-r2-hierarchical,T01,ledger,hierarchical,2,True,1.0,10.234355358057655,14.210174986976199,4,True,exact_match,2026-09-13T13:25:18.581988+00:00,2026-09-13T13:25:28.812890+00:00,4877,768,5645,1165,528
T01-r2-hierarchical_all_skills,T01,ledger,hierarchical_all_skills,2,True,1.0,7.762071385979652,11.476314770057797,4,True,exact_match,2026-09-13T13:25:28.824502+00:00,2026-09-13T13:25:36.585525+00:00,8955,760,9715,2177,507
T12-r1-sequential,T12,sql,sequential,1,False,0.0,12.615006398991682,12.61239369213581,3,True,invalid_sql_envelope,2026-09-13T13:25:36.589748+00:00,2026-09-13T13:25:49.204659+00:00,2065,1083,3148,0,357
T12-r1-parallel,T12,sql,parallel,1,False,0.0,6.264638329972513,9.855620990972966,3,True,invalid_sql_envelope,2026-09-13T13:25:49.209555+00:00,2026-09-13T13:25:55.473674+00:00,2030,1076,3106,0,398
T12-r1-single,T12,sql,single,1,True,1.0,7.055309007992037,7.054512216942385,1,True,sql_fixtures,2026-09-13T13:25:55.478802+00:00,2026-09-13T13:26:02.562672+00:00,518,730,1248,0,485
T12-r1-hierarchical,T12,sql,hierarchical,1,False,0.0,12.482562985969707,18.34488303307444,4,True,invalid_sql_envelope,2026-09-13T13:26:02.567416+00:00,2026-09-13T13:26:15.049930+00:00,2765,1454,4219,0,709
T12-r1-hierarchical_all_skills,T12,sql,hierarchical_all_skills,1,True,1.0,12.929892290965654,18.74199546186719,4,True,sql_fixtures,2026-09-13T13:26:15.054922+00:00,2026-09-13T13:26:27.995969+00:00,6824,1501,8325,1552,638
T12-r1-reflexive,T12,sql,reflexive,1,False,0.0,17.020262327976525,17.012839656788856,4,True,invalid_sql_envelope,2026-09-13T13:26:28.001237+00:00,2026-09-13T13:26:45.021421+00:00,3020,1489,4509,0,865
T08-r1-single,T08,selection,single,1,True,1.0,9.982715373975225,9.9817041849019,1,True,exact_match,2026-09-13T13:26:45.024930+00:00,2026-09-13T13:26:55.007559+00:00,685,745,1430,0,712
T08-r1-hierarchical,T08,selection,hierarchical,1,True,1.0,25.650381077080965,36.13086193089839,4,True,exact_match,2026-09-13T13:26:55.012211+00:00,2026-09-13T13:27:20.662506+00:00,3017,2003,5020,0,1821
T08-r1-parallel,T08,selection,parallel,1,True,1.0,27.051651156973094,34.27508299285546,3,True,exact_match,2026-09-13T13:27:20.668167+00:00,2026-09-13T13:27:47.719260+00:00,2165,2537,4702,0,2438
T08-r1-hierarchical_all_skills,T08,selection,hierarchical_all_skills,1,True,1.0,20.726082821027376,34.263475490151905,4,True,exact_match,2026-09-13T13:27:47.726093+00:00,2026-09-13T13:28:08.451952+00:00,7103,2100,9203,0,1913
T08-r1-sequential,T08,selection,sequential,1,True,1.0,31.189799590967596,31.18683478201274,3,True,exact_match,2026-09-13T13:28:08.457708+00:00,2026-09-13T13:28:39.647412+00:00,2150,2095,4245,0,1996
